office,year,month,consumption
23,2019,10,6408885
23,2019,11,690688
23,2019,12,3500321
23,2020,1,1727918
23,2020,2,7607216
23,2020,3,2191675
23,2020,4,9579438
23,2020,5,9915149
23,2020,6,113988
23,2020,7,3961754
23,2020,8,5650291
23,2020,9,2711260
23,2020,10,7251991
23,2020,11,9096657
23,2020,12,9828741
23,2021,1,8165702
23,2021,2,5320424
23,2021,3,6577967
23,2021,4,2862320
23,2021,5,5894656
23,2021,6,2856202
23,2021,7,3782512
23,2021,8,9860507
23,2021,9,2229205
23,2021,10,8240299
23,2021,11,5632314
23,2021,12,8631090
23,2022,1,5846714
23,2022,2,1210112
23,2022,3,8375418
23,2022,4,3049905
23,2022,5,6815516
23,2022,6,3476767
23,2022,7,1658415
23,2022,8,2298139
23,2022,9,3297395
23,2022,10,2143938
23,2022,11,5069905
23,2022,12,9710790
23,2023,1,8304375
23,2023,2,7326812
23,2023,3,3826922
23,2023,4,7935690
23,2023,5,7245080
23,2023,6,1909425
23,2023,7,6966480
23,2023,8,5535738
23,2023,9,988743
23,2023,10,4803265
23,2023,11,1796600
23,2023,12,6530484
24,2019,1,294153
24,2019,2,7181590
24,2019,3,6380584
24,2019,4,6894538
24,2019,5,4979481
24,2019,6,8487779
24,2019,7,3981988
24,2019,8,1787793
24,2019,9,9852705
24,2019,10,336078
24,2019,11,3998092
24,2019,12,9463635
24,2020,1,7428347
24,2020,2,6856272
24,2020,3,4264214
24,2020,4,4011609
24,2020,5,1981824
24,2020,6,6503069
24,2020,7,8873803
24,2020,8,2210092
24,2020,9,9543372
24,2020,10,1339158
24,2020,11,4311858
24,2020,12,7550784
24,2021,1,3355431
24,2021,2,381845
24,2021,3,1256894
24,2021,4,2580772
24,2021,5,7484328
24,2021,6,5988490
24,2021,7,6047814
24,2021,8,1333001
24,2021,9,8752595
24,2021,10,5311012
24,2021,11,5369425
24,2021,12,4310074
24,2022,1,5604016
24,2022,2,3141306
24,2022,3,1943314
24,2022,4,9769936
24,2022,5,5389860
24,2022,6,5411744
24,2022,7,6977740
24,2022,8,4913991
24,2022,9,2525751
24,2022,10,9221916
24,2022,11,2320716
24,2022,12,9665983
24,2023,1,2386655
24,2023,2,9776768
24,2023,3,5075130
24,2023,4,1489292
24,2023,5,5893599
24,2023,6,9646465
24,2023,7,1716844
24,2023,8,6704587
24,2023,9,6574966
24,2023,10,207186
24,2023,11,2727675
24,2023,12,4762860
25,2019,1,109816
25,2019,2,9545415
25,2019,3,8703471
25,2019,4,2078500
25,2019,5,4653712
25,2019,6,7442184
25,2019,7,2566035
25,2019,8,4046567
25,2019,9,8135853
25,2019,10,5287583
25,2019,11,8783392
25,2019,12,2819863
25,2020,1,9112345
25,2020,2,4300288
25,2020,3,8221860
25,2020,4,8947418
25,2020,5,9954320
25,2020,6,8447286
25,2020,7,3203590
25,2020,8,9695336
25,2020,9,6064635
25,2020,10,7752622
25,2020,11,4785844
25,2020,12,5030544
25,2021,1,488116
25,2021,2,9635919
25,2021,3,6230768
25,2021,4,7175621
25,2021,5,1584980
25,2021,6,1596304
25,2021,7,688750
25,2021,8,5151856
25,2021,9,2952601
25,2021,10,2802634
25,2021,11,5569657
25,2021,12,7410394
25,2022,1,4106721
25,2022,2,1744941
25,2022,3,8554884
25,2022,4,3805081
25,2022,5,3541217
25,2022,6,8815585
25,2022,7,7988096
25,2022,8,6267403
25,2022,9,5780643
25,2022,10,9102707
25,2022,11,8009102
25,2022,12,3819193
25,2023,1,3557699
25,2023,2,5220084
25,2023,3,6350705
25,2023,4,5401524
25,2023,5,6142551
25,2023,6,6178394
25,2023,7,7078856
25,2023,8,102346
25,2023,9,5819769
25,2023,10,4396643
25,2023,11,3962270
25,2023,12,7415576
26,2019,1,937722
26,2019,2,689469
26,2019,3,612905
26,2019,4,187119
26,2019,5,259257
26,2019,6,37466
26,2019,7,249909
26,2019,8,990093
26,2019,9,525676
26,2019,10,368270
26,2019,11,945960
26,2019,12,83082
26,2020,1,877729
26,2020,2,788340
26,2020,3,311077
26,2020,4,653013
26,2020,5,503308
26,2020,6,362340
26,2020,7,505180
26,2020,8,308921
26,2020,9,735902
26,2020,10,651366
26,2020,11,484215
26,2020,12,11857
26,2021,1,757085
26,2021,2,273879
26,2021,3,214366
26,2021,4,168017
26,2021,5,263828
26,2021,6,819313
26,2021,7,309042
26,2021,8,439896
26,2021,9,246744
26,2021,10,591923
26,2021,11,185145
26,2021,12,51888
26,2022,1,640781
26,2022,2,739509
26,2022,3,384943
26,2022,4,781442
26,2022,5,162294
26,2022,6,357723
26,2022,7,317524
26,2022,8,845170
26,2022,9,711594
26,2022,10,610925
26,2022,11,822171
26,2022,12,53559
26,2023,1,321210
26,2023,2,80497
26,2023,3,425058
26,2023,4,792334
26,2023,5,263078
26,2023,6,337199
26,2023,7,576575
26,2023,8,952440
26,2023,9,14058
26,2023,10,313971
26,2023,11,787464
26,2023,12,255293
27,2019,1,261428
27,2019,2,5652900
27,2019,3,8106828
27,2019,4,8451082
27,2019,5,3488796
27,2019,6,56526
27,2019,7,8214217
27,2019,8,7582009
27,2019,9,113096
27,2019,10,7939283
27,2019,11,1104365
27,2019,12,2648977
27,2020,1,2720734
27,2020,2,6105936
27,2020,3,7737394
27,2020,4,8800339
27,2020,5,5383503
27,2020,6,5192090
27,2020,7,8381492
27,2020,8,163067
27,2020,9,7832656
27,2020,10,7932672
27,2020,11,6896507
27,2020,12,9178750
27,2021,1,4874041
27,2021,2,5615070
27,2021,3,9816292
27,2021,4,4325862
27,2021,5,5562587
27,2021,6,9577964
27,2021,7,5948461
27,2021,8,4013695
27,2021,9,814379
27,2021,10,3000988
27,2021,11,4471792
27,2021,12,461391
27,2022,1,9943324
27,2022,2,1633834
27,2022,3,7816274
27,2022,4,3500388
27,2022,5,9249828
27,2022,6,2648736
27,2022,7,6639511
27,2022,8,5304583
27,2022,9,1738309
27,2022,10,5917184
27,2022,11,2564459
27,2022,12,3797318
27,2023,1,3251320
27,2023,2,3542235
27,2023,3,2191282
27,2023,4,5457240
27,2023,5,3739858
27,2023,6,8098182
27,2023,7,8755493
27,2023,8,5497392
27,2023,9,2085859
27,2023,10,9922187
27,2023,11,5254402
27,2023,12,928678
28,2019,1,390925
28,2019,2,465648
28,2019,3,37394
28,2019,4,112394
28,2019,5,52107
28,2019,6,862927
28,2019,7,90373
28,2019,8,367502
28,2019,9,53307
28,2019,10,85124
28,2019,11,618211
28,2019,12,357652
28,2020,1,404349
28,2020,2,794888
28,2020,3,879447
28,2020,4,429713
28,2020,5,534735
28,2020,6,582545
28,2020,7,408724
28,2020,8,176077
28,2020,9,740973
28,2020,10,913406
28,2020,11,739713
28,2020,12,935620
28,2021,1,430059
28,2021,2,471452
28,2021,3,345859
28,2021,4,579540
28,2021,5,623309
28,2021,6,607238
28,2021,7,798380
28,2021,8,151957
28,2021,9,440928
28,2021,10,128756
28,2021,11,976071
28,2021,12,912642
28,2022,1,374886
28,2022,2,871609
28,2022,3,88793
28,2022,4,430571
28,2022,5,179345
28,2022,6,411386
28,2022,7,177474
28,2022,8,588515
28,2022,9,250398
28,2022,10,356106
28,2022,11,2141
28,2022,12,27822
28,2023,1,247138
28,2023,2,459011
28,2023,3,394723
28,2023,4,651258
28,2023,5,295328
28,2023,6,2091
28,2023,7,112637
28,2023,8,761279
28,2023,9,4224
28,2023,10,70436
28,2023,11,870392
28,2023,12,664033
29,2019,1,592013
29,2019,2,444131
29,2019,3,994823
29,2019,4,4198740
29,2019,5,1192866
29,2019,6,3392332
29,2019,7,4355717
29,2019,8,4567986
29,2019,9,5700179
29,2019,10,1316919
29,2019,11,4245637
29,2019,12,8343803
29,2020,1,4824501
29,2020,2,1710651
29,2020,3,1200665
29,2020,4,6498500
29,2020,5,9282335
29,2020,6,1925053
29,2020,7,4481066
29,2020,8,1397576
29,2020,9,4430221
29,2020,10,5673709
29,2020,11,3592708
29,2020,12,3561143
29,2021,1,8999386
29,2021,2,4422524
29,2021,3,3916725
29,2021,4,8431556
29,2021,5,7980329
29,2021,6,709604
29,2021,7,5419392
29,2021,8,736168
29,2021,9,4024130
29,2021,10,8545439
29,2021,11,1051741
29,2021,12,7451874
29,2022,1,6366680
29,2022,2,6335960
29,2022,3,4089247
29,2022,4,7886512
29,2022,5,6835710
29,2022,6,3538775
29,2022,7,2420895
29,2022,8,7965961
29,2022,9,1288577
29,2022,10,5841147
29,2022,11,5917870
29,2022,12,7111737
29,2023,1,4516834
29,2023,2,6796554
29,2023,3,6531659
29,2023,4,177563
29,2023,5,8799589
29,2023,6,6534471
29,2023,7,5415330
29,2023,8,2528327
29,2023,9,749129
29,2023,10,3068530
29,2023,11,9655727
29,2023,12,3815234
30,2019,1,4170598
30,2019,2,1142244
30,2019,3,976786
30,2019,4,1420413
30,2019,5,3875076
30,2019,6,4165569
30,2019,7,6324489
30,2019,8,9979731
30,2019,9,4254601
30,2019,10,5327961
30,2019,11,7607625
30,2019,12,1573953
30,2020,1,6775590
30,2020,2,6302381
30,2020,3,8018814
30,2020,4,7993899
30,2020,5,6130836
30,2020,6,5845113
30,2020,7,6308035
30,2020,8,5102558
30,2020,9,6673902
30,2020,10,3501019
30,2020,11,148887
30,2020,12,6500938
30,2021,1,1197430
30,2021,2,3891769
30,2021,3,5560436
30,2021,4,8849138
30,2021,5,4963298
30,2021,6,7314630
30,2021,7,797757
30,2021,8,9937332
30,2021,9,7027581
30,2021,10,2361244
30,2021,11,6098713
30,2021,12,1233142
30,2022,1,2189942
30,2022,2,1852761
30,2022,3,7760475
30,2022,4,2137232
30,2022,5,6388668
30,2022,6,6391164
30,2022,7,9006915
30,2022,8,1704736
30,2022,9,9018358
30,2022,10,110601
30,2022,11,4217646
30,2022,12,5325303
30,2023,1,6951110
30,2023,2,4187700
30,2023,3,437053
30,2023,4,8363706
30,2023,5,4489876
30,2023,6,4650456
30,2023,7,5828850
30,2023,8,1444000
30,2023,9,5588612
30,2023,10,2536313
30,2023,11,9984370
30,2023,12,5154097
31,2019,1,101871
31,2019,2,968912
31,2019,3,736697
31,2019,4,758546
31,2019,5,405100
31,2019,6,422519
31,2019,7,607907
31,2019,8,150244
31,2019,9,565704
31,2019,10,815609
31,2019,11,148760
31,2019,12,788700
31,2020,1,441428
31,2020,2,359233
31,2020,3,565883
31,2020,4,834525
31,2020,5,355106
31,2020,6,946825
31,2020,7,47249
31,2020,8,656340
31,2020,9,684905
31,2020,10,27509
31,2020,11,71907
31,2020,12,28255
31,2021,1,627487
31,2021,2,10655
31,2021,3,483649
31,2021,4,535303
31,2021,5,382880
31,2021,6,827412
31,2021,7,956240
31,2021,8,464376
31,2021,9,333602
31,2021,10,673080
31,2021,11,130015
31,2021,12,254319
31,2022,1,313996
31,2022,2,9260
31,2022,3,583273
31,2022,4,774730
31,2022,5,901079
31,2022,6,662908
31,2022,7,272460
31,2022,8,103907
31,2022,9,188691
31,2022,10,100526
31,2022,11,497192
31,2022,12,383657
31,2023,1,941596
31,2023,2,36278
31,2023,3,921594
31,2023,4,266943
31,2023,5,284942
31,2023,6,478634
31,2023,7,893041
31,2023,8,62610
31,2023,9,179826
31,2023,10,705605
31,2023,11,676543
31,2023,12,209556
32,2019,1,219312
32,2019,2,653978
32,2019,3,339452
32,2019,4,917286
32,2019,5,629527
32,2019,6,335280
32,2019,7,617677
32,2019,8,660298
32,2019,9,761738
32,2019,10,631670
32,2019,11,920118
32,2019,12,306291
32,2020,1,344873
32,2020,2,843971
32,2020,3,115728
32,2020,4,193025
32,2020,5,277829
32,2020,6,673002
32,2020,7,41400
32,2020,8,593913
32,2020,9,945126
32,2020,10,779269
32,2020,11,791119
32,2020,12,366088
32,2021,1,836546
32,2021,2,4840
32,2021,3,186489
32,2021,4,533113
32,2021,5,780078
32,2021,6,180981
32,2021,7,289595
32,2021,8,143723
32,2021,9,867095
32,2021,10,38153
32,2021,11,807767
32,2021,12,872646
32,2022,1,394398
32,2022,2,823292
32,2022,3,252029
32,2022,4,732114
32,2022,5,979711
32,2022,6,222251
32,2022,7,986245
32,2022,8,354104
32,2022,9,346200
32,2022,10,548857
32,2022,11,633802
32,2022,12,208167
32,2023,1,415273
32,2023,2,688126
32,2023,3,814200
32,2023,4,969681
32,2023,5,580846
32,2023,6,313799
32,2023,7,330187
32,2023,8,743499
32,2023,9,649911
32,2023,10,946215
32,2023,11,784628
32,2023,12,603055
33,2019,1,21298
33,2019,2,879362
33,2019,3,248594
33,2019,4,467681
33,2019,5,998243
33,2019,6,298222
33,2019,7,267537
33,2019,8,362910
33,2019,9,926098
33,2019,10,783618
33,2019,11,967940
33,2019,12,244008
33,2020,1,580812
33,2020,2,560254
33,2020,3,918309
33,2020,4,428838
33,2020,5,741362
33,2020,6,923928
33,2020,7,4558
33,2020,8,250834
33,2020,9,871504
33,2020,10,201145
33,2020,11,643280
33,2020,12,767915
33,2021,1,488540
33,2021,2,466279
33,2021,3,381920
33,2021,4,192910
33,2021,5,772975
33,2021,6,348390
33,2021,7,617513
33,2021,8,329703
33,2021,9,90310
33,2021,10,739508
33,2021,11,896205
33,2021,12,352273
33,2022,1,866725
33,2022,2,193234
33,2022,3,845491
33,2022,4,93678
33,2022,5,284401
33,2022,6,260573
33,2022,7,541576
33,2022,8,140155
33,2022,9,776109
33,2022,10,14493
33,2022,11,314530
33,2022,12,645596
33,2023,1,662327
33,2023,2,505563
33,2023,3,477756
33,2023,4,661680
33,2023,5,68218
33,2023,6,765082
33,2023,7,265853
33,2023,8,65559
33,2023,9,595541
33,2023,10,431387
33,2023,11,185157
33,2023,12,189193
34,2019,1,809500
34,2019,2,707323
34,2019,3,267592
34,2019,4,615412
34,2019,5,387081
34,2019,6,447871
34,2019,7,550900
34,2019,8,474527
34,2019,9,750472
34,2019,10,950881
34,2019,11,174621
34,2019,12,658538
34,2020,1,341687
34,2020,2,894877
34,2020,3,246262
34,2020,4,557813
34,2020,5,534487
34,2020,6,327707
34,2020,7,361181
34,2020,8,72416
34,2020,9,268357
34,2020,10,943185
34,2020,11,870730
34,2020,12,631551
34,2021,1,837972
34,2021,2,544098
34,2021,3,492522
34,2021,4,94196
34,2021,5,3391
34,2021,6,994222
34,2021,7,479355
34,2021,8,155559
34,2021,9,518253
34,2021,10,585121
34,2021,11,981493
34,2021,12,669382
34,2022,1,801897
34,2022,2,869906
34,2022,3,404892
34,2022,4,501862
34,2022,5,257554
34,2022,6,393257
34,2022,7,358227
34,2022,8,73077
34,2022,9,538751
34,2022,10,716582
34,2022,11,342584
34,2022,12,51860
34,2023,1,160238
34,2023,2,170256
34,2023,3,222952
34,2023,4,490347
34,2023,5,391889
34,2023,6,649039
34,2023,7,932868
34,2023,8,834632
34,2023,9,596287
34,2023,10,350198
34,2023,11,956207
34,2023,12,277194
35,2019,1,3382886
35,2019,2,4976099
35,2019,3,9138017
35,2019,4,1155038
35,2019,5,3389616
35,2019,6,5846201
35,2019,7,9894195
35,2019,8,4062067
35,2019,9,3312115
35,2019,10,728754
35,2019,11,523507
35,2019,12,6197535
35,2020,1,1789244
35,2020,2,1936865
35,2020,3,6125324
35,2020,4,657794
35,2020,5,7642633
35,2020,6,545522
35,2020,7,4268700
35,2020,8,1773723
35,2020,9,7615576
35,2020,10,4525647
35,2020,11,3660317
35,2020,12,1545091
35,2021,1,2224493
35,2021,2,7446427
35,2021,3,6215368
35,2021,4,4798050
35,2021,5,5031993
35,2021,6,8233194
35,2021,7,1033412
35,2021,8,5232874
35,2021,9,9373779
35,2021,10,4729189
35,2021,11,6130693
35,2021,12,5156198
35,2022,1,4069924
35,2022,2,6427561
35,2022,3,2564475
35,2022,4,572456
35,2022,5,3330435
35,2022,6,8249364
35,2022,7,5330753
35,2022,8,2924085
35,2022,9,8088016
35,2022,10,2881745
35,2022,11,386727
35,2022,12,9302744
35,2023,1,7235443
35,2023,2,4364891
35,2023,3,4946493
35,2023,4,3986075
35,2023,5,9317054
35,2023,6,8038048
35,2023,7,4583347
35,2023,8,4876868
35,2023,9,7465756
35,2023,10,9186020
35,2023,11,8328840
35,2023,12,9084282
36,2019,1,66808277
36,2019,2,23408275
36,2019,3,66496972
36,2019,4,5109599
36,2019,5,66804666
36,2019,6,9385187
36,2019,7,84645342
36,2019,8,85198649
36,2019,9,54821549
36,2019,10,4688574
36,2019,11,62295393
36,2019,12,56299324
36,2020,1,32509187
36,2020,2,89992632
36,2020,3,54322241
36,2020,4,58813142
36,2020,5,91744098
36,2020,6,31433602
36,2020,7,44712328
36,2020,8,45539928
36,2020,9,26900221
36,2020,10,88013581
36,2020,11,2591080
36,2020,12,48960667
36,2021,1,52719782
36,2021,2,24731298
36,2021,3,35680336
36,2021,4,30538087
36,2021,5,72788087
36,2021,6,13009185
36,2021,7,71147255
36,2021,8,50238182
36,2021,9,1055686
36,2021,10,92183863
36,2021,11,10362017
36,2021,12,20655086
36,2022,1,27376015
36,2022,2,1518380
36,2022,3,49516878
36,2022,4,99826679
36,2022,5,6389925
36,2022,6,93020278
36,2022,7,93194489
36,2022,8,33218888
36,2022,9,77966782
36,2022,10,18349860
36,2022,11,98576691
36,2022,12,27690563
36,2023,1,10645983
36,2023,2,5224998
36,2023,3,26003696
36,2023,4,51405169
36,2023,5,24553692
36,2023,6,97975227
36,2023,7,87984725
36,2023,8,40529830
36,2023,9,99996942
36,2023,10,19333931
36,2023,11,41650055
36,2023,12,16110578
37,2019,1,5585600
37,2019,2,3407810
37,2019,3,6178831
37,2019,4,2413040
37,2019,5,5812686
37,2019,6,4642646
37,2019,7,4922151
37,2019,8,8425270
37,2019,9,601069
37,2019,10,2962525
37,2019,11,3727811
37,2019,12,7910693
37,2020,1,8127720
37,2020,2,6557061
37,2020,3,5271476
37,2020,4,4567495
37,2020,5,5042171
37,2020,6,9923392
37,2020,7,3309930
37,2020,8,9756381
37,2020,9,7932460
37,2020,10,1984910
37,2020,11,5562572
37,2020,12,3526739
37,2021,1,4378510
37,2021,2,1960462
37,2021,3,8608043
37,2021,4,4831054
37,2021,5,6323676
37,2021,6,8052989
37,2021,7,4281364
37,2021,8,9865959
37,2021,9,8993836
37,2021,10,3979649
37,2021,11,9229950
37,2021,12,3781990
37,2022,1,4435334
37,2022,2,6934028
37,2022,3,4602279
37,2022,4,2139712
37,2022,5,9545235
37,2022,6,5588394
37,2022,7,1652414
37,2022,8,9596970
37,2022,9,5206543
37,2022,10,1673276
37,2022,11,8274776
37,2022,12,3772891
37,2023,1,6718366
37,2023,2,1905463
37,2023,3,1329772
37,2023,4,4539375
37,2023,5,9877419
37,2023,6,9602398
37,2023,7,3890899
37,2023,8,1988503
37,2023,9,575497
37,2023,10,3011093
37,2023,11,7048357
37,2023,12,482772
38,2019,1,973454
38,2019,2,842688
38,2019,3,174171
38,2019,4,234227
38,2019,5,82468
38,2019,6,704037
38,2019,7,577236
38,2019,8,747377
38,2019,9,446443
38,2019,10,171239
38,2019,11,145679
38,2019,12,170720
38,2020,1,136489
38,2020,2,493280
38,2020,3,314609
38,2020,4,707209
38,2020,5,706080
38,2020,6,257420
38,2020,7,369273
38,2020,8,544260
38,2020,9,567168
38,2020,10,766248
38,2020,11,867106
38,2020,12,37333
38,2021,1,823397
38,2021,2,563516
38,2021,3,87694
38,2021,4,347241
38,2021,5,248527
38,2021,6,55173
38,2021,7,316815
38,2021,8,597740
38,2021,9,15710
38,2021,10,97429
38,2021,11,69863
38,2021,12,728876
38,2022,1,922743
38,2022,2,204157
38,2022,3,848021
38,2022,4,192170
38,2022,5,145870
38,2022,6,870960
38,2022,7,3569
38,2022,8,826962
38,2022,9,548938
38,2022,10,259933
38,2022,11,410276
38,2022,12,220838
38,2023,1,387554
38,2023,2,876222
38,2023,3,866342
38,2023,4,572298
38,2023,5,644547
38,2023,6,268262
38,2023,7,58149
38,2023,8,23664
38,2023,9,789051
38,2023,10,156371
38,2023,11,894621
38,2023,12,646033
39,2019,1,4731106
39,2019,2,9210086
39,2019,3,9151118
39,2019,4,9862129
39,2019,5,1298918
39,2019,6,6033892
39,2019,7,1697895
39,2019,8,7168913
39,2019,9,5383910
39,2019,10,4153886
39,2019,11,6417140
39,2019,12,6348121
39,2020,1,6833846
39,2020,2,1220748
39,2020,3,3978983
39,2020,4,9603251
39,2020,5,4850894
39,2020,6,356600
39,2020,7,1515107
39,2020,8,8832433
39,2020,9,5188591
39,2020,10,8180177
39,2020,11,3182494
39,2020,12,2742990
39,2021,1,2273317
39,2021,2,1668689
39,2021,3,1619159
39,2021,4,8614349
39,2021,5,4967818
39,2021,6,5961137
39,2021,7,3500607
39,2021,8,9310653
39,2021,9,3235304
39,2021,10,6739190
39,2021,11,1113131
39,2021,12,5775120
39,2022,1,7920825
39,2022,2,8821387
39,2022,3,8634625
39,2022,4,8657150
39,2022,5,3513927
39,2022,6,206880
39,2022,7,245348
39,2022,8,44734
39,2022,9,7624264
39,2022,10,2071909
39,2022,11,2421384
39,2022,12,331605
39,2023,1,7475206
39,2023,2,4150226
39,2023,3,8765713
39,2023,4,4663520
39,2023,5,5747000
39,2023,6,6447748
39,2023,7,8392324
39,2023,8,7237170
39,2023,9,4717740
39,2023,10,6095407
39,2023,11,5355063
39,2023,12,1482832
40,2019,1,784535
40,2019,2,58013
40,2019,3,505215
40,2019,4,63325
40,2019,5,457870
40,2019,6,666466
40,2019,7,618516
40,2019,8,112347
40,2019,9,109452
40,2019,10,286854
40,2019,11,482018
40,2019,12,649613
40,2020,1,369151
40,2020,2,388634
40,2020,3,637628
40,2020,4,420582
40,2020,5,470990
40,2020,6,257211
40,2020,7,403524
40,2020,8,698376
40,2020,9,591993
40,2020,10,523464
40,2020,11,572103
40,2020,12,180599
40,2021,1,705140
40,2021,2,239628
40,2021,3,735442
40,2021,4,400219
40,2021,5,305770
40,2021,6,499582
40,2021,7,323633
40,2021,8,212971
40,2021,9,941961
40,2021,10,63761
40,2021,11,27730
40,2021,12,463318
40,2022,1,179073
40,2022,2,770587
40,2022,3,487111
40,2022,4,304669
40,2022,5,70056
40,2022,6,642919
40,2022,7,542455
40,2022,8,669535
40,2022,9,578918
40,2022,10,629216
40,2022,11,435374
40,2022,12,519687
40,2023,1,723854
40,2023,2,277399
40,2023,3,553624
40,2023,4,168310
40,2023,5,12968
40,2023,6,865951
40,2023,7,532099
40,2023,8,351061
40,2023,9,222151
40,2023,10,728683
40,2023,11,720957
40,2023,12,401323
41,2019,1,3317748
41,2019,2,7490849
41,2019,3,9646250
41,2019,4,5669272
41,2019,5,3663616
41,2019,6,305713
41,2019,7,7727118
41,2019,8,2602577
41,2019,9,793060
41,2019,10,2337684
41,2019,11,3299512
41,2019,12,1611067
41,2020,1,421020
41,2020,2,1127673
41,2020,3,4445980
41,2020,4,5523959
41,2020,5,174905
41,2020,6,8693291
41,2020,7,6596662
41,2020,8,2029434
41,2020,9,7917942
41,2020,10,1799496
41,2020,11,7134781
41,2020,12,6760929
41,2021,1,1245426
41,2021,2,6017930
41,2021,3,4375387
41,2021,4,6873016
41,2021,5,3420985
41,2021,6,9204582
41,2021,7,2515376
41,2021,8,5744823
41,2021,9,4319442
41,2021,10,8789556
41,2021,11,6050238
41,2021,12,653547
41,2022,1,2320101
41,2022,2,478205
41,2022,3,8157472
41,2022,4,505533
41,2022,5,4339125
41,2022,6,8033456
41,2022,7,6914467
41,2022,8,9337245
41,2022,9,5455286
41,2022,10,7806781
41,2022,11,4486319
41,2022,12,3408980
41,2023,1,2878420
41,2023,2,715387
41,2023,3,6125888
41,2023,4,6743540
41,2023,5,7336220
41,2023,6,65382
41,2023,7,3990263
41,2023,8,7617519
41,2023,9,3669989
41,2023,10,5387010
41,2023,11,6818569
41,2023,12,2007857
42,2019,1,1016
42,2019,2,708193
42,2019,3,559922
42,2019,4,712630
42,2019,5,327987
42,2019,6,958569
42,2019,7,175865
42,2019,8,424527
42,2019,9,847530
42,2019,10,703231
42,2019,11,127173
42,2019,12,799301
42,2020,1,230354
42,2020,2,551399
42,2020,3,35480
42,2020,4,560726
42,2020,5,155433
42,2020,6,346325
42,2020,7,749895
42,2020,8,613761
42,2020,9,741703
42,2020,10,569740
42,2020,11,221481
42,2020,12,567506
42,2021,1,97284
42,2021,2,134483
42,2021,3,532980
42,2021,4,945289
42,2021,5,173624
42,2021,6,510222
42,2021,7,808383
42,2021,8,291269
42,2021,9,592106
42,2021,10,69775
42,2021,11,98850
42,2021,12,482129
42,2022,1,77773
42,2022,2,94029
42,2022,3,264050
42,2022,4,358437
42,2022,5,39106
42,2022,6,987208
42,2022,7,602701
42,2022,8,142508
42,2022,9,326483
42,2022,10,762222
42,2022,11,866281
42,2022,12,338392
42,2023,1,484424
42,2023,2,961710
42,2023,3,522227
42,2023,4,899704
42,2023,5,767113
42,2023,6,574647
42,2023,7,981877
42,2023,8,650378
42,2023,9,849147
42,2023,10,329682
42,2023,11,149027
42,2023,12,997234
43,2019,1,79976265
43,2019,2,23978190
43,2019,3,877805
43,2019,4,72029731
43,2019,5,9622426
43,2019,6,49111121
43,2019,7,62503324
43,2019,8,34823439
43,2019,9,67613571
43,2019,10,30025184
43,2019,11,73452272
43,2019,12,60611031
43,2020,1,69344082
43,2020,2,43566055
43,2020,3,43766274
43,2020,4,62704664
43,2020,5,39342904
43,2020,6,86353844
43,2020,7,74707319
43,2020,8,67521818
43,2020,9,5240567
43,2020,10,74963899
43,2020,11,21823688
43,2020,12,52072547
43,2021,1,32728183
43,2021,2,2806441
43,2021,3,18183392
43,2021,4,50140108
